budget,workload,scalability,security,region,team_size,data_volume_gb,uptime_requirement,compliance_required,existing_infra,uses_microsoft_stack,uses_google_workspace,ml_focus,multi_region,serverless_preference,service_model,deployment_model,provider
4616.4,ml,high,moderate,eu,440,10.86,96.28,1,0,0,0,1,0,0,IaaS,Public Cloud,GCP
658.56,webapp,high,basic,us,103,106.97,96.08,0,1,0,1,0,0,1,PaaS,Public Cloud,AWS
197.74,startup,high,moderate,us,410,110.65,97.36,0,1,0,0,0,1,1,PaaS,Public Cloud,AWS
1182.22,enterprise,medium,basic,us,170,29.52,96.11,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
3035.56,enterprise,medium,moderate,eu,434,26.81,99.98,0,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
7879.67,enterprise,medium,basic,asia,33,18.49,99.14,0,1,1,0,0,0,0,SaaS,Hybrid Cloud,Azure
251.48,startup,medium,moderate,us,362,429.84,99.5,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
351.89,webapp,high,moderate,us,240,123.64,97.27,1,0,0,1,0,1,1,PaaS,Public Cloud,GCP
4696.24,ml,medium,moderate,us,40,3.57,99.93,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
1094.63,enterprise,high,moderate,asia,80,26.82,97.56,1,0,0,0,0,1,0,IaaS,Hybrid Cloud,AWS
524.45,webapp,low,moderate,eu,427,47.4,99.35,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
10249.11,enterprise,low,basic,eu,227,116.38,95.35,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
985.59,webapp,low,high,asia,138,4.62,98.92,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
328.41,startup,low,basic,eu,251,96.01,98.33,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
582.17,startup,low,high,us,454,39.51,96.29,1,1,0,0,0,0,1,IaaS,Private Cloud,AWS
495.05,webapp,low,high,eu,494,9.06,97.59,1,1,0,1,0,0,1,IaaS,Private Cloud,GCP
2736.46,enterprise,high,high,asia,2,171.78,95.95,1,0,0,0,0,1,0,IaaS,Hybrid Cloud,AWS
642.74,startup,low,moderate,asia,233,98.18,99.77,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
59.29,webapp,high,high,asia,498,1519.32,95.97,1,0,0,1,0,1,1,IaaS,Private Cloud,GCP
606.4,webapp,low,basic,asia,10,58.94,97.79,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
263.09,webapp,medium,moderate,us,370,349.98,95.85,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
116.9,startup,high,high,asia,260,157.45,97.03,1,1,0,0,0,1,1,IaaS,Hybrid Cloud,GCP
339.98,webapp,medium,moderate,eu,196,26.14,96.35,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
1338.95,enterprise,low,basic,eu,393,379.55,96.23,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
149.96,webapp,high,basic,us,266,523.57,97.76,0,1,0,1,0,1,1,PaaS,Public Cloud,GCP
183.13,startup,medium,basic,eu,234,146.06,99.88,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
170.32,webapp,medium,moderate,asia,31,42.27,97.95,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
82.41,startup,medium,moderate,eu,163,23.68,99.06,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
502.44,webapp,medium,basic,us,106,72.76,98.75,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
345.47,enterprise,high,moderate,eu,130,56.99,96.94,0,0,0,0,0,1,0,SaaS,Public Cloud,AWS
254.24,webapp,low,basic,us,485,7.78,96.19,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
8515.51,enterprise,high,moderate,asia,214,101.35,98.53,0,1,1,0,0,1,0,IaaS,Hybrid Cloud,Azure
2734.44,enterprise,medium,basic,us,141,429.65,99.92,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
210.93,startup,medium,high,asia,178,194.59,99.03,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
486.93,ml,low,high,asia,471,131.73,97.07,1,1,0,0,1,0,0,IaaS,Private Cloud,GCP
1894.58,enterprise,high,basic,asia,27,12.07,97.07,0,0,0,0,0,1,0,SaaS,Public Cloud,AWS
2515.76,ml,medium,moderate,eu,222,313.46,95.11,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
2105.23,webapp,medium,high,asia,345,16.12,96.27,1,0,0,1,0,0,0,IaaS,Private Cloud,GCP
837.52,enterprise,medium,high,asia,139,38.22,98.01,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
557.86,ml,medium,basic,eu,298,65.01,96.29,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
98.87,webapp,low,moderate,asia,365,527.57,97.97,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
112.93,startup,low,moderate,us,488,79.37,96.9,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
150.76,startup,low,basic,asia,346,26.6,97.07,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
4091.94,enterprise,low,high,asia,161,286.16,97.52,1,0,0,0,0,0,0,IaaS,Private Cloud,Azure
97.99,webapp,low,moderate,eu,351,376.16,96.16,1,0,0,1,0,0,1,PaaS,Private Cloud,GCP
834.36,enterprise,low,high,eu,426,24.13,97.97,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
188.11,webapp,high,moderate,asia,484,7.2,98.16,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
4811.98,enterprise,medium,moderate,us,441,27.38,97.93,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
620.34,enterprise,medium,moderate,us,308,158.77,96.24,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
421.0,webapp,low,high,eu,195,80.39,97.62,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
1647.23,enterprise,medium,high,eu,124,11.39,99.08,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
801.73,webapp,high,moderate,asia,147,19.86,97.21,1,1,0,1,0,1,1,IaaS,Public Cloud,GCP
368.28,startup,low,basic,us,107,25.61,97.53,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
844.84,webapp,high,moderate,us,263,81.16,97.66,1,0,0,0,0,1,1,IaaS,Public Cloud,AWS
3872.18,enterprise,low,moderate,us,138,24.59,95.49,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
4601.2,enterprise,low,basic,asia,332,15.2,99.12,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
881.38,webapp,medium,moderate,asia,142,15.4,97.17,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
3073.85,enterprise,high,basic,us,276,213.62,96.03,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
83.99,startup,medium,high,us,214,1.41,98.29,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
452.23,startup,high,moderate,eu,122,26.88,98.64,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
517.28,enterprise,low,basic,eu,155,97.32,98.98,0,0,0,0,0,0,0,SaaS,Public Cloud,Azure
189.27,webapp,high,moderate,eu,282,25.32,95.94,1,0,0,0,0,1,1,PaaS,Public Cloud,AWS
3112.96,ml,medium,moderate,us,432,48.9,97.78,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
769.17,startup,low,high,eu,118,59.74,95.16,1,1,0,1,0,0,1,IaaS,Private Cloud,Azure
200.05,webapp,low,basic,asia,371,14.0,96.08,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
2541.95,webapp,medium,basic,asia,404,169.39,95.18,0,1,0,1,0,0,0,PaaS,Public Cloud,GCP
777.59,webapp,medium,basic,eu,392,13.72,99.59,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
809.63,webapp,high,moderate,us,453,71.38,99.16,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
5668.61,ml,low,moderate,eu,407,25.12,96.61,0,0,0,0,1,0,0,IaaS,Private Cloud,GCP
190.41,startup,medium,moderate,us,460,12.96,95.22,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
72.94,webapp,medium,moderate,eu,56,75.81,95.64,1,0,0,0,0,0,1,PaaS,Public Cloud,Azure
4508.69,enterprise,medium,basic,us,159,187.16,95.28,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
56.37,webapp,low,moderate,asia,344,80.92,95.71,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,GCP
4192.25,enterprise,low,basic,asia,198,9.64,99.01,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
2130.7,webapp,medium,high,eu,485,63.9,98.22,1,0,0,0,0,0,0,IaaS,Private Cloud,Azure
1859.97,enterprise,low,moderate,eu,331,105.31,99.04,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
275.23,startup,medium,basic,asia,393,60.25,99.49,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
741.96,webapp,high,basic,eu,169,19.46,97.33,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
3211.33,webapp,high,moderate,asia,352,34.96,97.76,0,1,0,0,0,1,0,IaaS,Hybrid Cloud,AWS
693.19,webapp,medium,basic,us,245,5.12,96.16,0,0,0,1,0,0,1,PaaS,Public Cloud,AWS
520.51,startup,medium,moderate,us,379,26.22,98.91,1,0,0,1,0,0,1,IaaS,Public Cloud,AWS
1123.26,enterprise,high,basic,asia,325,9.69,98.67,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
1120.42,webapp,medium,high,eu,176,31.05,97.89,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,Azure
643.25,webapp,high,moderate,us,473,122.29,99.39,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
204.81,webapp,medium,high,us,393,6.92,98.07,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
109.64,startup,high,basic,asia,148,49.23,95.15,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
4196.25,enterprise,medium,high,us,157,9.96,97.72,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
256.31,webapp,medium,basic,asia,475,33.86,95.79,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
1010.72,webapp,high,basic,us,232,20.06,98.06,0,1,0,1,0,1,1,PaaS,Public Cloud,AWS
1605.08,webapp,medium,high,us,182,340.37,98.03,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
72.32,webapp,medium,high,asia,197,44.52,95.54,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
1397.62,enterprise,high,high,us,389,38.45,96.76,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
81.67,startup,low,moderate,asia,456,1575.05,96.95,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
4609.52,ml,high,moderate,us,379,18.31,97.13,0,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
461.85,webapp,low,high,eu,101,12.76,99.59,1,1,0,1,0,0,1,IaaS,Private Cloud,GCP
770.41,webapp,low,moderate,eu,90,33.0,95.02,1,0,0,0,0,0,1,PaaS,Private Cloud,Azure
80.01,startup,low,high,eu,209,1049.68,96.03,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
552.73,startup,high,basic,us,70,26.45,99.66,0,1,0,1,0,0,1,PaaS,Public Cloud,AWS
1714.46,startup,medium,high,eu,116,155.84,97.09,1,0,0,0,0,0,1,IaaS,Private Cloud,Azure
121.76,startup,high,basic,asia,490,54.6,95.88,0,0,0,0,0,1,1,PaaS,Public Cloud,GCP
459.69,ml,low,basic,eu,13,216.03,98.77,0,0,0,0,1,0,0,SaaS,Public Cloud,GCP
359.04,startup,low,moderate,eu,422,61.17,99.93,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
336.81,webapp,medium,moderate,us,475,123.03,98.86,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
1882.23,webapp,medium,moderate,us,239,282.41,96.77,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
1642.22,enterprise,medium,moderate,us,380,55.13,96.93,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
569.87,webapp,high,moderate,asia,287,35.63,97.7,0,1,0,0,0,1,1,IaaS,Public Cloud,AWS
3758.97,enterprise,medium,moderate,asia,306,140.16,95.31,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
89.59,startup,medium,high,us,308,3.0,97.24,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
50.0,startup,medium,moderate,us,79,6.33,95.02,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
2383.49,ml,medium,moderate,us,446,141.65,96.31,0,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
4049.91,enterprise,medium,basic,us,230,7.82,95.72,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
579.69,startup,high,high,eu,424,13.19,95.66,1,0,0,1,0,0,1,IaaS,Public Cloud,Azure
213.61,startup,low,moderate,eu,17,255.96,96.38,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
182.69,startup,high,high,us,308,12.65,95.45,1,1,0,1,0,1,1,IaaS,Hybrid Cloud,GCP
263.83,webapp,medium,moderate,asia,359,77.7,98.89,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
3016.97,ml,medium,moderate,asia,125,30.83,96.21,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
8675.81,enterprise,medium,high,us,246,16.14,97.38,1,0,0,0,0,0,0,IaaS,Private Cloud,AWS
590.34,enterprise,medium,basic,us,26,111.98,95.2,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
478.26,webapp,medium,moderate,asia,290,33.47,96.27,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
5475.62,webapp,high,basic,us,95,109.21,95.31,0,0,0,1,0,0,0,PaaS,Public Cloud,GCP
58.55,startup,medium,basic,eu,466,11.39,95.94,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
216.61,startup,medium,high,us,347,79.84,98.78,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
4262.57,enterprise,high,high,asia,391,18.03,99.82,1,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
516.83,webapp,low,basic,asia,449,13.74,95.92,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
179.36,startup,medium,basic,us,352,4.35,96.81,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
525.43,webapp,medium,basic,eu,391,664.73,99.33,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
3686.86,enterprise,medium,moderate,us,58,119.36,98.53,0,0,0,0,0,0,0,SaaS,Hybrid Cloud,AWS
394.48,webapp,low,moderate,us,471,68.71,96.11,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
1821.89,webapp,high,basic,asia,28,2175.94,99.44,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
220.45,startup,low,moderate,asia,173,81.94,96.51,1,0,0,0,0,0,1,PaaS,Public Cloud,GCP
259.82,startup,medium,basic,eu,295,80.19,96.78,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
727.84,webapp,low,high,asia,256,180.52,98.83,1,1,0,1,0,0,1,IaaS,Private Cloud,GCP
1036.66,enterprise,medium,high,asia,22,105.19,98.17,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
656.48,webapp,high,high,us,371,13.9,96.92,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
3774.31,enterprise,low,moderate,us,390,249.81,95.53,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
2336.61,webapp,medium,basic,us,483,555.13,96.4,0,0,0,1,0,0,0,PaaS,Public Cloud,GCP
211.24,startup,medium,basic,asia,287,33.89,97.31,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
228.97,startup,low,moderate,asia,44,586.58,97.13,1,1,0,1,0,0,1,PaaS,Public Cloud,GCP
351.88,webapp,low,basic,asia,34,207.25,95.62,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
126.66,startup,medium,moderate,asia,8,5.34,95.62,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
3611.67,enterprise,medium,basic,eu,402,396.26,97.03,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
3790.82,ml,high,moderate,us,248,11.9,97.45,0,1,0,0,1,0,0,IaaS,Public Cloud,GCP
399.62,startup,medium,high,us,428,112.12,99.26,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
2601.3,enterprise,medium,basic,asia,483,8.45,98.36,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
1426.0,ml,high,moderate,us,460,6.81,96.98,1,1,0,0,1,1,0,IaaS,Hybrid Cloud,GCP
75.91,startup,high,basic,us,459,718.87,96.95,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
550.37,webapp,high,moderate,eu,110,14.25,95.42,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
4275.41,enterprise,medium,basic,us,21,103.15,99.11,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
568.2,webapp,low,basic,us,162,15.39,95.94,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
3800.13,ml,medium,moderate,eu,255,5.51,99.65,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
205.8,webapp,high,high,eu,403,10.89,99.2,1,1,0,1,0,1,1,IaaS,Hybrid Cloud,GCP
306.71,webapp,high,high,eu,39,8.05,97.95,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,Azure
3233.81,enterprise,high,moderate,us,427,3.58,95.6,1,1,1,0,0,1,0,IaaS,Hybrid Cloud,Azure
1148.24,webapp,high,moderate,us,178,44.06,96.02,1,1,0,1,0,1,1,IaaS,Hybrid Cloud,AWS
459.05,webapp,high,basic,eu,138,4.42,97.21,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
194.75,startup,medium,moderate,eu,328,425.41,96.32,1,0,0,0,0,0,1,PaaS,Public Cloud,Azure
1559.74,webapp,low,basic,eu,390,7.48,97.57,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
78.89,startup,medium,basic,asia,172,161.73,96.25,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
2015.53,enterprise,medium,moderate,us,316,77.88,98.95,1,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
179.25,startup,medium,basic,asia,437,22.83,96.19,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
72.62,ml,low,moderate,eu,473,25.04,97.84,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
6829.67,enterprise,high,moderate,eu,288,4.52,99.28,0,0,1,0,0,1,0,IaaS,Public Cloud,Azure
819.11,startup,medium,moderate,asia,44,162.67,97.97,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
13928.97,enterprise,low,high,us,12,7.54,95.91,1,1,1,0,0,0,0,IaaS,Private Cloud,Azure
240.43,webapp,high,high,eu,5,2.56,97.36,1,0,0,0,0,1,1,PaaS,Private Cloud,Azure
120.66,startup,high,basic,asia,120,18.2,99.55,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
388.09,startup,medium,basic,eu,444,15.35,96.47,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
125.86,webapp,high,moderate,asia,125,6.31,99.82,1,0,0,0,0,1,1,PaaS,Public Cloud,GCP
7604.41,enterprise,high,high,asia,310,6.41,97.48,1,1,0,0,0,1,0,IaaS,Hybrid Cloud,AWS
441.91,startup,high,high,us,163,121.53,95.31,1,0,0,1,0,1,1,IaaS,Public Cloud,GCP
180.35,startup,medium,basic,asia,233,18.41,99.99,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
2303.57,enterprise,medium,basic,asia,296,181.96,95.6,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
218.04,startup,medium,high,asia,133,149.31,95.91,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
209.15,enterprise,high,basic,asia,193,61.85,97.75,0,1,0,0,0,0,0,SaaS,Public Cloud,GCP
37673.42,enterprise,high,moderate,eu,12,187.08,97.51,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
6096.41,enterprise,medium,basic,asia,345,18.38,99.98,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
7395.27,enterprise,high,basic,eu,2,4.15,97.22,0,1,0,0,0,1,0,SaaS,Public Cloud,AWS
1016.82,webapp,medium,basic,us,427,36.4,98.67,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
800.24,webapp,high,basic,eu,313,10.1,98.53,0,1,0,0,0,1,1,PaaS,Public Cloud,AWS
363.54,webapp,high,high,asia,489,7.2,99.95,1,0,0,0,0,1,1,IaaS,Private Cloud,GCP
2693.01,enterprise,low,high,us,409,38.18,95.71,1,0,0,0,0,0,0,IaaS,Private Cloud,AWS
3014.29,enterprise,high,basic,asia,465,139.2,97.51,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
3753.33,enterprise,low,high,asia,89,3.97,99.95,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
10070.95,enterprise,high,moderate,us,40,297.74,99.26,0,0,1,0,0,1,0,IaaS,Public Cloud,Azure
147.67,webapp,low,high,us,188,573.74,96.11,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
1544.13,enterprise,low,moderate,us,242,7.11,97.24,0,0,1,0,0,0,0,IaaS,Private Cloud,Azure
1142.39,ml,high,moderate,us,119,41.1,99.03,0,1,0,0,1,1,0,IaaS,Hybrid Cloud,GCP
57.49,startup,medium,high,us,479,76.15,98.53,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
835.34,webapp,medium,high,asia,143,8.18,99.08,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
66.67,startup,medium,basic,us,256,26.33,96.0,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
514.86,webapp,medium,basic,eu,200,149.42,95.74,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
849.5,webapp,medium,moderate,eu,396,680.15,98.71,1,0,0,0,0,0,1,IaaS,Public Cloud,Azure
604.73,webapp,medium,basic,eu,176,63.67,99.97,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
103.45,webapp,high,basic,eu,169,68.9,96.71,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
499.04,enterprise,high,moderate,eu,205,20.12,97.23,1,0,0,0,0,0,0,IaaS,Public Cloud,Azure
4421.97,enterprise,medium,basic,asia,246,10.02,98.55,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
567.75,webapp,high,moderate,us,284,48.54,97.69,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
379.53,webapp,low,moderate,us,444,272.66,95.7,1,0,0,0,0,0,1,PaaS,Public Cloud,AWS
342.91,startup,medium,basic,us,233,48.41,97.51,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
1435.79,enterprise,medium,moderate,eu,448,39.6,98.67,1,0,0,0,0,0,0,IaaS,Hybrid Cloud,Azure
3118.35,enterprise,medium,moderate,eu,325,238.14,95.0,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
2088.55,enterprise,low,high,asia,216,113.61,98.88,1,1,0,0,0,0,0,IaaS,Private Cloud,Azure
409.41,webapp,high,moderate,asia,393,125.03,96.02,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
373.84,webapp,medium,basic,us,380,348.91,95.49,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
310.76,startup,low,basic,asia,327,4.0,97.41,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
142.61,startup,low,moderate,us,486,400.9,97.85,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
258.89,startup,high,basic,eu,214,88.72,96.44,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
1744.98,webapp,high,basic,eu,85,190.23,97.57,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
4779.46,enterprise,medium,basic,us,318,27.91,99.01,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
1866.29,ml,high,moderate,asia,135,108.92,97.26,0,0,0,0,1,1,0,IaaS,Public Cloud,GCP
432.21,startup,high,moderate,asia,416,54.4,96.07,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
2397.18,webapp,low,basic,us,103,73.25,97.1,0,1,0,1,0,0,0,PaaS,Public Cloud,GCP
3671.75,enterprise,medium,moderate,eu,221,743.49,96.49,0,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
1418.39,enterprise,medium,basic,asia,229,56.63,96.95,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
7376.61,enterprise,medium,moderate,us,134,171.26,96.89,0,0,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
862.1,webapp,low,moderate,eu,418,11.36,98.62,1,0,0,1,0,0,1,IaaS,Private Cloud,Azure
3423.7,enterprise,low,high,us,348,87.16,97.42,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
19066.96,enterprise,low,moderate,eu,190,33.14,95.41,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
115.6,webapp,high,high,us,416,8.61,99.43,1,1,0,1,0,1,1,IaaS,Hybrid Cloud,GCP
53.81,startup,high,moderate,eu,107,170.63,95.82,1,1,0,1,0,1,1,IaaS,Public Cloud,GCP
3383.52,enterprise,high,moderate,us,238,406.09,99.67,1,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
70.17,webapp,medium,moderate,eu,385,27.06,95.24,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
1158.96,webapp,medium,moderate,eu,236,1189.47,99.97,1,0,0,1,0,0,1,IaaS,Private Cloud,Azure
3120.93,webapp,medium,high,us,377,1097.34,98.86,1,0,0,0,0,0,0,IaaS,Private Cloud,AWS
3994.22,enterprise,medium,basic,eu,472,238.95,95.45,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
425.91,startup,high,high,eu,354,290.53,95.54,1,0,0,0,0,1,1,IaaS,Public Cloud,Azure
278.14,webapp,medium,basic,asia,362,18.73,98.7,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
520.79,startup,low,moderate,us,37,11.47,98.16,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
392.05,webapp,medium,basic,us,121,18.1,99.85,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
227.9,startup,high,basic,eu,372,130.48,97.0,0,1,0,0,0,1,1,PaaS,Public Cloud,AWS
677.27,ml,medium,moderate,asia,214,190.06,98.11,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
203.54,webapp,low,high,us,181,76.52,97.51,1,1,0,0,0,0,1,IaaS,Private Cloud,AWS
847.96,webapp,medium,high,asia,415,211.49,97.1,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
1400.5,enterprise,low,moderate,us,309,16.62,96.78,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
944.93,enterprise,medium,high,eu,411,128.9,97.89,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
261.75,webapp,medium,high,asia,64,192.7,95.13,1,0,0,1,0,0,1,PaaS,Private Cloud,GCP
545.64,webapp,high,basic,asia,327,60.37,95.2,0,1,0,0,0,1,1,PaaS,Public Cloud,AWS
1022.68,enterprise,medium,high,us,12,18.62,98.7,1,0,0,0,0,0,0,IaaS,Private Cloud,AWS
990.91,webapp,low,basic,eu,30,89.03,99.19,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
2804.35,webapp,medium,moderate,us,368,157.77,99.14,0,1,0,1,0,0,0,IaaS,Hybrid Cloud,GCP
93.57,startup,high,moderate,us,70,251.44,96.33,1,0,0,1,0,1,1,PaaS,Public Cloud,GCP
279.26,webapp,low,basic,asia,434,147.7,98.85,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
